KHID	KYID	Family_Name	Source
Pbx1/2/3/4.13	KH2013:KH.S215.9	KY2019:KY.Chr13.445	Homeodomain	CisBP
Bsh_chick.4	KH2013:KH.C3.142	KY2019:KY.Chr3.681	Homeodomain	CisBP
Bsh_chick.5	KH2013:KH.C3.142	KY2019:KY.Chr3.681	Homeodomain	CisBP
KH.C10.174.42	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.43	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.44	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Six4.20	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
Six4.21	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
Isl1/2.10	KH2013:KH.L152.2	KY2019:KY.Chr4.1318	Homeodomain	CisBP
Isl1/2.11	KH2013:KH.L152.2	KY2019:KY.Chr4.1318	Homeodomain	CisBP
Isl1/2.12	KH2013:KH.L152.2	KY2019:KY.Chr4.1318	Homeodomain	CisBP
Barx1/2.12	KH2013:KH.S765.3	KY2019:KY.Chr1.2598	Homeodomain	CisBP
Barx1/2.13	KH2013:KH.S765.3	KY2019:KY.Chr1.2598	Homeodomain	CisBP
Barx1/2.14	KH2013:KH.S765.3	KY2019:KY.Chr1.2598	Homeodomain	CisBP
Hmx1/3.13	KH2013:KH.C8.709	KY2019:KY.Chr8.969	Homeodomain	CisBP
Hmx1/3.14	KH2013:KH.C8.709	KY2019:KY.Chr8.969	Homeodomain	CisBP
Six3/4/6.13	KH2013:KH.C10.367	KY2019:KY.Chr10.279	Homeodomain	CisBP
Six3/4/6.14	KH2013:KH.C10.367	KY2019:KY.Chr10.279	Homeodomain	CisBP
Six4.22	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
Six4.23	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
Six4.24	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
KH.C10.174.45	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.46	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.47	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.48	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Ceh-31.2	KH2013:KH.L171.10	KY2019:KY.Chr1.1187	Homeodomain	CisBP
Ceh-31.3	KH2013:KH.L171.10	KY2019:KY.Chr1.1187	Homeodomain	CisBP
Nkx6-1/2/3.13	KH2013:KH.C5.502	KY2019:KY.Chr5.29	Homeodomain	CisBP
Nkx6-1/2/3.14	KH2013:KH.C5.502	KY2019:KY.Chr5.29	Homeodomain	CisBP
Hnf4a.6	KH2013:KH.C3.84	KY2019:KY.Chr3.849	Nuclear receptor	CisBP
Hnf4a.7	KH2013:KH.C3.84	KY2019:KY.Chr3.849	Nuclear receptor	CisBP
Pou2f1/2.18	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Smad4.1	KH2013:KH.C6.117	KY2019:KY.Chr6.342	SMAD	CisBP
Tcf7l1/2.27	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tead1/3/4.12	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Zic1/2/3.4	KH2013:KH.C1.727	KY2019:KY.Chr1.1698	Zinc finger	CisBP
Barx1/2.15	KH2013:KH.S765.3	KY2019:KY.Chr1.2598	Homeodomain	CisBP
Hoxb2/3.98	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Pbx1/2/3/4.14	KH2013:KH.S215.9	KY2019:KY.Chr13.445	Homeodomain	CisBP
Bsh_chick.6	KH2013:KH.C3.142	KY2019:KY.Chr3.681	Homeodomain	CisBP
KH.C10.174.49	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Six4.25	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
Isl1/2.13	KH2013:KH.L152.2	KY2019:KY.Chr4.1318	Homeodomain	CisBP
Barx1/2.16	KH2013:KH.S765.3	KY2019:KY.Chr1.2598	Homeodomain	CisBP
Hmx1/3.15	KH2013:KH.C8.709	KY2019:KY.Chr8.969	Homeodomain	CisBP
Six3/4/6.15	KH2013:KH.C10.367	KY2019:KY.Chr10.279	Homeodomain	CisBP
Six4.26	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
KH.C10.174.50	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.51	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Ceh-31.4	KH2013:KH.L171.10	KY2019:KY.Chr1.1187	Homeodomain	CisBP
Nkx6-1/2/3.15	KH2013:KH.C5.502	KY2019:KY.Chr5.29	Homeodomain	CisBP
Bsh_chick.7	KH2013:KH.C3.142	KY2019:KY.Chr3.681	Homeodomain	CisBP
KH.C10.150.41	KH2013:KH.C10.150	KY2019:KY.Chr10.303	Paired box	CisBP
Hnf4a.8	KH2013:KH.C3.84	KY2019:KY.Chr3.849	Nuclear receptor	CisBP
E2F7/8.8	KH2013:KH.C14.142	KY2019:KY.Chr14.441	E2F	CisBP
E2F7/8.9	KH2013:KH.C14.142	KY2019:KY.Chr14.441	E2F	CisBP
E2F7/8.10	KH2013:KH.C14.142	KY2019:KY.Chr14.441	E2F	CisBP
E2F7/8.11	KH2013:KH.C14.142	KY2019:KY.Chr14.441	E2F	CisBP
Foxj2/3.2	KH2013:KH.L119.7	KY2019:KY.Chr1.1301	Forkhead	CisBP
Tead1/3/4.13	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tfap2c.24	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Jun.28	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.29	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.30	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.31	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.32	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.33	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.34	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.35	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.36	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.37	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.38	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.39	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.40	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Maf.38	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Maf.39	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Gata2/3.46	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.47	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.48	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.49	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.50	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.51	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.52	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.53	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Mef2d.12	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Mef2d.13	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Nr5a1/2/5.26	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.27	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Pou2f1/2.19	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Pou2f1/2.20	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Pou2f1/2.21	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Pou2f1/2.22	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Nr5a1/2/5.28	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Tbx2/3.15	KH2013:KH.L96.87	KY2019:KY.Chr4.1104	T-box	CisBP
Atf1.23	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Jun.41	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.42	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.43	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.44	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.45	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Maf.40	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Nfya	KH2013:KH.C4.390	KY2019:KY.Chr4.881	CBF/NF-Y	CisBP
Rbpj.8	KH2013:KH.C2.725	KY2019:KY.Chr2.749	CSL	CisBP
Tfdp1/2/3	KH2013:KH.L60.12	KY2019:KY.Chr1.10	E2F	CisBP
Foxp1/2/4.7	KH2013:KH.C7.207	KY2019:KY.Chr7.474	Forkhead	CisBP
Gata2/3.54	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.55	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.56	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.57	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Six4.27	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
Six4.28	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
Pbx1/2/3/4.15	KH2013:KH.S215.9	KY2019:KY.Chr13.445	Homeodomain	CisBP
Mef2d.14	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Pou2f1/2.23	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Rfx/1/2/3.39	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Runx1/2/3.17	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Nfic.14	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Tcf7l1/2.28	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tead1/3/4.14	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Gata2/3.58	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.59	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.60	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.61	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.62	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Six4.29	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
Six4.30	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
Mef2d.15	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Mef2d.16	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Mef2d.17	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Pou2f1/2.24	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Pou2f1/2.25	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Tbp.2	KH2013:KH.C10.305	KY2019:KY.Chr10.178	TBP	CisBP
Klf10/11/2/4.4	KH2013:KH.C1.983	KY2019:KY.Chr1.536	Zinc finger	CisBP
Klf10/11/2/4.5	KH2013:KH.C1.983	KY2019:KY.Chr1.536	Zinc finger	CisBP
Gata2/3.63	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Cdx1/2/4.12	KH2013:KH.C14.408	KY2019:KY.Chr14.625	Homeodomain	CisBP
Tcf7l1/2.29	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Nfya.1	KH2013:KH.C4.390	KY2019:KY.Chr4.881	CBF/NF-Y	CisBP
Foxj2/3.3	KH2013:KH.L119.7	KY2019:KY.Chr1.1301	Forkhead	CisBP
Tbp.3	KH2013:KH.C10.305	KY2019:KY.Chr10.178	TBP	CisBP
Tfap2c.25	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.26	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.27	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.28	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Cr848757.1.5	KH2013:KH.C8.314	KY2019:KY.Chr8.475	ARID/BRIGHT	CisBP
Cr848757.1.6	KH2013:KH.C8.314	KY2019:KY.Chr8.475	ARID/BRIGHT	CisBP
KH.C10.106.3	KH2013:KH.C10.106	KY2019:KY.Chr10.837	bHLH	CisBP
Tfap4.15	KH2013:KH.C14.448	KY2019:KY.Chr14.930	bHLH	CisBP
Arnt/2.11	KH2013:KH.C5.213	KY2019:KY.Chr5.617	bHLH	CisBP
Atf1.24	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Atf1.25	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Atf1.26	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Jun.46	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.47	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.48	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Maf.41	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Maf.42	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Maf.43	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Maf.44	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Maf.45	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Atf1.27	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Atf1.28	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Atf2/7.10	KH2013:KH.C7.556	KY2019:KY.Chr7.484	bZIP	CisBP
Maf.46	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Jun.49	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.50	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Maf.47	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Atf1.29	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Jun.51	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Maf.48	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Scrt1/2.2	KH2013:KH.L83.2	KY2019:KY.Chr14.1166	Zinc finger	CisBP
Gli1/2/3.14	KH2013:KH.C7.334	KY2019:KY.Chr7.440	Zinc finger	CisBP
Gli1/2/3.15	KH2013:KH.C7.334	KY2019:KY.Chr7.440	Zinc finger	CisBP
Scrt1/2.3	KH2013:KH.L83.2	KY2019:KY.Chr14.1166	Zinc finger	CisBP
Nfya.2	KH2013:KH.C4.390	KY2019:KY.Chr4.881	CBF/NF-Y	CisBP
Nfya.3	KH2013:KH.C4.390	KY2019:KY.Chr4.881	CBF/NF-Y	CisBP
Rbpj.9	KH2013:KH.C2.725	KY2019:KY.Chr2.749	CSL	CisBP
Rbpj.10	KH2013:KH.C2.725	KY2019:KY.Chr2.749	CSL	CisBP
E2F7/8.12	KH2013:KH.C14.142	KY2019:KY.Chr14.441	E2F	CisBP
Tfdp1/2/3.1	KH2013:KH.L60.12	KY2019:KY.Chr1.10	E2F	CisBP
E2F7/8.13	KH2013:KH.C14.142	KY2019:KY.Chr14.441	E2F	CisBP
Ebf1/2/3/4.2	KH2013:KH.L24.10	KY2019:KY.Chr1.724	EBF1	CisBP
Foxp1/2/4.8	KH2013:KH.C7.207	KY2019:KY.Chr7.474	Forkhead	CisBP
Foxp1/2/4.9	KH2013:KH.C7.207	KY2019:KY.Chr7.474	Forkhead	CisBP
Gata2/3.64	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.65	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.66	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.67	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.68	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.69	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.70	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.71	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.72	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.73	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Isl1/2.14	KH2013:KH.L152.2	KY2019:KY.Chr4.1318	Homeodomain	CisBP
Hoxb2/3.99	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hmx1/3.16	KH2013:KH.C8.709	KY2019:KY.Chr8.969	Homeodomain	CisBP
Six4.31	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
KH.C10.174.52	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Hnf1a.8	KH2013:KH.C12.461	KY2019:KY.Chr12.632	Homeodomain	CisBP
KH.C10.174.53	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.54	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Nkx6-1/2/3.16	KH2013:KH.C5.502	KY2019:KY.Chr5.29	Homeodomain	CisBP
Hmx1/3.17	KH2013:KH.C8.709	KY2019:KY.Chr8.969	Homeodomain	CisBP
Six4.32	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
KH.C10.174.55	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Pbx1/2/3/4.16	KH2013:KH.S215.9	KY2019:KY.Chr13.445	Homeodomain	CisBP
Pbx1/2/3/4.17	KH2013:KH.S215.9	KY2019:KY.Chr13.445	Homeodomain	CisBP
Hnf1a.9	KH2013:KH.C12.461	KY2019:KY.Chr12.632	Homeodomain	CisBP
Hoxb2/3.100	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
KH.C10.174.56	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.57	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Hnf1a.10	KH2013:KH.C12.461	KY2019:KY.Chr12.632	Homeodomain	CisBP
Hmx1/3.18	KH2013:KH.C8.709	KY2019:KY.Chr8.969	Homeodomain	CisBP
Six4.33	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
KH.C10.174.58	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Hnf1a.11	KH2013:KH.C12.461	KY2019:KY.Chr12.632	Homeodomain	CisBP
Six4.34	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
Pbx1/2/3/4.18	KH2013:KH.S215.9	KY2019:KY.Chr13.445	Homeodomain	CisBP
Nkx6-1/2/3.17	KH2013:KH.C5.502	KY2019:KY.Chr5.29	Homeodomain	CisBP
Hoxb2/3.101	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Pbx1/2/3/4.19	KH2013:KH.S215.9	KY2019:KY.Chr13.445	Homeodomain	CisBP
Isl1/2.15	KH2013:KH.L152.2	KY2019:KY.Chr4.1318	Homeodomain	CisBP
KH.C10.174.59	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Hmx1/3.19	KH2013:KH.C8.709	KY2019:KY.Chr8.969	Homeodomain	CisBP
Pax6.23	KH2013:KH.C9.68	KY2019:KY.Chr9.1034	Paired box	CisBP
Pax6.24	KH2013:KH.C9.68	KY2019:KY.Chr9.1034	Paired box	CisBP
Mef2d.18	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Mef2d.19	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Mef2d.20	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Mef2d.21	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Mef2d.22	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Mef2d.23	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Mef2d.24	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Nr5a1/2/5.29	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.30	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.31	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.32	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.33	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.34	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Pou2f1/2.26	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Pou2f1/2.27	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Rfx/1/2/3.40	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.41	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.42	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.43	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.44	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.45	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.46	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Runx1/2/3.18	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Runx1/2/3.19	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Runx1/2/3.20	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Runx1/2/3.21	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Runx1/2/3.22	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Runx1/2/3.23	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Smad4.2	KH2013:KH.C6.117	KY2019:KY.Chr6.342	SMAD	CisBP
Nfic.15	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Nfic.16	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Smad2/3.2	KH2013:KH.C12.26	KY2019:KY.Chr12.69	SMAD	CisBP
Nfic.17	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Smad4.3	KH2013:KH.C6.117	KY2019:KY.Chr6.342	SMAD	CisBP
Nfic.18	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Smad2/3.3	KH2013:KH.C12.26	KY2019:KY.Chr12.69	SMAD	CisBP
Nfic.19	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Tcf7l1/2.30	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tcf7l1/2.31	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tcf7l1/2.32	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tcf7l1/2.33	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tcf7l1/2.34	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tcf7l1/2.35	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tcf7l1/2.36	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tcf7l1/2.37	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tcf7l1/2.38	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tcf7l1/2.39	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tbx2/3.16	KH2013:KH.L96.87	KY2019:KY.Chr4.1104	T-box	CisBP
Tbx19.9	KH2013:KH.S1404.1	KY2019:KY.Chr12.6	T-box	CisBP
Tbx2/3.17	KH2013:KH.L96.87	KY2019:KY.Chr4.1104	T-box	CisBP
Tbx20.22	KH2013:KH.C1.224	KY2019:KY.Chr1.1392	T-box	CisBP
Tbx19.10	KH2013:KH.S1404.1	KY2019:KY.Chr12.6	T-box	CisBP
Tbp.4	KH2013:KH.C10.305	KY2019:KY.Chr10.178	TBP	CisBP
Tbp.5	KH2013:KH.C10.305	KY2019:KY.Chr10.178	TBP	CisBP
Tead1/3/4.15	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tead1/3/4.16	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tead1/3/4.17	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tead1/3/4.18	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tead1/3/4.19	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tfap4.16	KH2013:KH.C14.448	KY2019:KY.Chr14.930	bHLH	CisBP
Arnt/2.12	KH2013:KH.C5.213	KY2019:KY.Chr5.617	bHLH	CisBP
